"","carb","arom15","arom16","trough16","acids","aliph28","trough28","aliph29"
"61",0.00101619364821197,0.000130518849473191,0.00034061291347672,0.000226477487312774,0.000271624122174247,0.000465406415979077,0.000437303459079038,0.000623208738802009
"62",0.0008534493889056,0.000136887380563092,0.000398522777366684,0.000241354751464176,0.000252692705177932,0.000425837782177484,0.000419693566852584,0.000595423781377222
"63",0.000824895096445033,0.000148910497674809,0.000380919966138768,0.000237774216624223,0.000254401014722194,0.000463743138139308,0.000456566629898845,0.000626560613816016
"64",0.000791215358769997,0.000263553305625348,0.000539852711806848,0.000327177179601034,0.000290211004798879,0.000610830859716217,0.00051773615717097,0.000809506939251616
"65",0.000785252065676538,0.000235182098278265,0.000539252388993814,0.000284621204272872,0.000234275811239197,0.000580023930570153,0.000514509743582097,0.00074839884570404
"66",0.000739068111260226,0.000355342481477174,0.000669914237619481,0.000361799660566056,0.000238443789419759,0.000602551635425587,0.000502127802523166,0.000815828437036353
"67",0.000834100485197653,0.000425048249511446,0.000711514768123244,0.000432750791261565,0.000319308047987217,0.000727863934966874,0.000572467470076414,0.00100443545824271
"68",0.000651484272483364,0.00037132880293177,0.000652672632218413,0.000384972847873008,0.00030802913601465,0.000691152860989349,0.000541460184903947,0.000910560644339363
"69",0.000793758444271521,0.000526318105683984,0.000767973485798875,0.000503654476152033,0.000375669329362707,0.000696700551192226,0.000532263877770899,0.000942500994077801
"70",0.000862238816041485,0.000497718644709771,0.000644807949607467,0.000415771116422023,0.000372275021534542,0.000682864825021617,0.000519516159544643,0.00092256580407787
"71",0.000828297465082584,0.000546700298482455,0.000731623401631018,0.000444382338882861,0.000384406050636062,0.000703222124023228,0.000528607996675628,0.000940179047904528
"1",0.00103036686549134,0.000117319696253321,0.000438832293292216,0.000278670663621801,0.000315115740822592,0.000504571716191628,0.000492090322826186,0.000674907842069805
"2",0.0010692842445673,0.000108646693149761,0.000361833837504398,0.0002527181719756,0.000308566595825931,0.000474807901574046,0.000475251706169787,0.000616853956873237
