"sample_id","core_label","sampling_date","sampling_longitude","sampling_longitude_err","sampling_latitude","sampling_latitude_err","sampling_altitude","sampling_altitude_err","site_id","sample_depth_lower","sample_depth_lower_err","sample_depth_upper","sample_depth_upper_err","sample_type","sample_microhabitat","sample_treatment","comments","N","N_err","C","C_err","O","O_err","H","H_err","S","S_err","P","P_err","K","K_err","Ca","Ca_err","Na","Na_err","Mg","Mg_err","Al","Al_err","Si","Si_err","Cl","Cl_err","Ti","Ti_err","Cr","Cr_err","Mn","Mn_err","Fe","Fe_err","Cu","Cu_err","Zn","Zn_err","As","As_err","Br","Br_err","Rb","Rb_err","Sr","Sr_err","Ba","Ba_err","Pb","Pb_err","d13C","d13C_err","d15N","d15N_err","d18O","d18O_err","d2H","d2H_err","mass","mass_err","volume","volume_err","bulk_density","bulk_density_err","loss_on_ignition","loss_on_ignition_err","pH","pH_err","electron_accepting_capacity","electron_accepting_capacity_err","electron_donating_capacity","electron_donating_capacity_err","heat_of_combustion","heat_of_combustion_err","enthalpy_of_formation","enthalpy_of_formation_err","entropy_of_formation","entropy_of_formation_err","Gibbs_energy_of_formation","Gibbs_energy_of_formation_err","Klason_lignin_content","Klason_lignin_content_err","holocellulose_mass_content","holocellulose_mass_content_err","age_14C","age_14C_err","lab_code_14C","activity_210Pb","activity_210Pb_err","mass_210Pb","mass_210Pb_err","volume_210Pb","volume_210Pb_err","bulk_density_210Pb","bulk_density_210Pb_err","counting_method_210_Pb","laboratory_label_210Pb","background_activity_reached_210Pb","activity_137Cs","activity_137Cs_err","age_137Cs","age_137Cs_err","hydraulic_conductivity","hydraulic_conductivity_err","porosity","porosity_err","macroporosity","macroporosity_err","data_source","data_source_doi"
"MB778_44","MB-930","1998-06-01",-75.5171,,45.411,,,,7,25,"NA",24,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_45","MB-930","1998-06-01",-75.5171,,45.411,,,,7,29,"NA",28,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_46","MB-930","1998-06-01",-75.5171,,45.411,,,,7,33,"NA",32,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_47","MB-930","1998-06-01",-75.5171,,45.411,,,,7,43,"NA",42,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_48","MB-930","1998-06-01",-75.5171,,45.411,,,,7,51,"NA",50,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_49","MB-930","1998-06-01",-75.5171,,45.411,,,,7,63,"NA",62,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_50","MB-930","1998-06-01",-75.5171,,45.411,,,,7,71,"NA",70,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_51","MB-930","1998-06-01",-75.5171,,45.411,,,,7,79,"NA",78,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_52","MB-930","1998-06-01",-75.5171,,45.411,,,,7,87,"NA",86,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_53","MB-930","1998-06-01",-75.5171,,45.411,,,,7,99,"NA",98,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_54","MB-930","1998-06-01",-75.5171,,45.411,,,,7,109,"NA",108,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_55","MB-930","1998-06-01",-75.5171,,45.411,,,,7,121,"NA",120,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_56","MB-930","1998-06-01",-75.5171,,45.411,,,,7,129,"NA",128,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_57","MB-930","1998-06-01",-75.5171,,45.411,,,,7,141,"NA",140,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_58","MB-930","1998-06-01",-75.5171,,45.411,,,,7,161,"NA",160,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_59","MB-930","1998-06-01",-75.5171,,45.411,,,,7,173,"NA",172,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_60","MB-930","1998-06-01",-75.5171,,45.411,,,,7,185,"NA",184,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_61","MB-930","1998-06-01",-75.5171,,45.411,,,,7,201,"NA",200,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_62","MB-930","1998-06-01",-75.5171,,45.411,,,,7,217,"NA",216,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_63","MB-930","1998-06-01",-75.5171,,45.411,,,,7,233,"NA",232,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_64","MB-930","1998-06-01",-75.5171,,45.411,,,,7,249,"NA",248,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_65","MB-930","1998-06-01",-75.5171,,45.411,,,,7,265,"NA",264,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_66","MB-930","1998-06-01",-75.5171,,45.411,,,,7,281,"NA",280,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_67","MB-930","1998-06-01",-75.5171,,45.411,,,,7,297,"NA",296,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_68","MB-930","1998-06-01",-75.5171,,45.411,,,,7,329,"NA",328,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_69","MB-930","1998-06-01",-75.5171,,45.411,,,,7,345,"NA",344,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_70","MB-930","1998-06-01",-75.5171,,45.411,,,,7,361,"NA",360,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_71","MB-930","1998-06-01",-75.5171,,45.411,,,,7,377,"NA",376,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_72","MB-930","1998-06-01",-75.5171,,45.411,,,,7,417,"NA",416,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_73","MB-930","1998-06-01",-75.5171,,45.411,,,,7,433,"NA",432,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_74","MB-930","1998-06-01",-75.5171,,45.411,,,,7,449,"NA",448,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_75","MB-930","1998-06-01",-75.5171,,45.411,,,,7,465,"NA",464,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_76","MB-930","1998-06-01",-75.5171,,45.411,,,,7,481,"NA",480,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_77","MB-930","1998-06-01",-75.5171,,45.411,,,,7,497,"NA",496,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"DNL.A.0.5","DNL","2015-05-01",-76.5282,,35.6905,,,,8,5,"NA",0,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"DNL.A.5.10","DNL","2015-05-01",-76.5282,,35.6905,,,,8,10,"NA",5,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"DNL.A.10.15","DNL","2015-05-01",-76.5282,,35.6905,,,,8,15,"NA",10,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"DNL.A.15.20","DNL","2015-05-01",-76.5282,,35.6905,,,,8,20,"NA",15,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"DNL.A.20.25","DNL","2015-05-01",-76.5282,,35.6905,,,,8,25,"NA",20,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"DNL.A.25.30","DNL","2015-05-01",-76.5282,,35.6905,,,,8,30,"NA",25,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"DNL.A.30.35","DNL","2015-05-01",-76.5282,,35.6905,,,,8,35,"NA",30,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"DNL.A.35.40","DNL","2015-05-01",-76.5282,,35.6905,,,,8,40,"NA",35,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"DNL.A.40.45","DNL","2015-05-01",-76.5282,,35.6905,,,,8,45,"NA",40,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"DNL.A.45.50","DNL","2015-05-01",-76.5282,,35.6905,,,,8,50,"NA",45,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"DNL deep_23.5","DNL-deep","2015-05-01",-76.5283,,35.6904,,,,8,23.5,"NA",23.5,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; it is not clear if the depth value is exact or an average of a lower and upper value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2620,20,,,,,,,,,,,,,,,,,,,,,,,"Hodgkins, S.B., Richardson, C.J., Dommain, R. et al. Tropical peatland carbon storage linked to global latitudinal trends in peat recalcitrance. Nat Commun 9, 3640 (2018). https://doi.org/10.1038/s41467-018-06050-2 ","10.1038/s41467-018-06050-2 "
"DNL deep_48.5","DNL-deep","2015-05-01",-76.5283,,35.6904,,,,8,48.5,"NA",48.5,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; it is not clear if the depth value is exact or an average of a lower and upper value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3370,20,,,,,,,,,,,,,,,,,,,,,,,"Hodgkins, S.B., Richardson, C.J., Dommain, R. et al. Tropical peatland carbon storage linked to global latitudinal trends in peat recalcitrance. Nat Commun 9, 3640 (2018). https://doi.org/10.1038/s41467-018-06050-2 ","10.1038/s41467-018-06050-2 "
"DNL deep_73.5","DNL-deep","2015-05-01",-76.5283,,35.6904,,,,8,73.5,"NA",73.5,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; it is not clear if the depth value is exact or an average of a lower and upper value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3660,20,,,,,,,,,,,,,,,,,,,,,,,"Hodgkins, S.B., Richardson, C.J., Dommain, R. et al. Tropical peatland carbon storage linked to global latitudinal trends in peat recalcitrance. Nat Commun 9, 3640 (2018). https://doi.org/10.1038/s41467-018-06050-2 ","10.1038/s41467-018-06050-2 "
"DNL deep_98.5","DNL-deep","2015-05-01",-76.5283,,35.6904,,,,8,98.5,"NA",98.5,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; it is not clear if the depth value is exact or an average of a lower and upper value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320,25,,,,,,,,,,,,,,,,,,,,,,,"Hodgkins, S.B., Richardson, C.J., Dommain, R. et al. Tropical peatland carbon storage linked to global latitudinal trends in peat recalcitrance. Nat Commun 9, 3640 (2018). https://doi.org/10.1038/s41467-018-06050-2 ","10.1038/s41467-018-06050-2 "
"DNL deep_148.5","DNL-deep","2015-05-01",-76.5283,,35.6904,,,,8,148.5,"NA",148.5,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; it is not clear if the depth value is exact or an average of a lower and upper value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6280,25,,,,,,,,,,,,,,,,,,,,,,,"Hodgkins, S.B., Richardson, C.J., Dommain, R. et al. Tropical peatland carbon storage linked to global latitudinal trends in peat recalcitrance. Nat Commun 9, 3640 (2018). https://doi.org/10.1038/s41467-018-06050-2 ","10.1038/s41467-018-06050-2 "
"DNL deep_178.5","DNL-deep","2015-05-01",-76.5283,,35.6904,,,,8,178.5,"NA",178.5,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; it is not clear if the depth value is exact or an average of a lower and upper value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8770,25,,,,,,,,,,,,,,,,,,,,,,,"Hodgkins, S.B., Richardson, C.J., Dommain, R. et al. Tropical peatland carbon storage linked to global latitudinal trends in peat recalcitrance. Nat Commun 9, 3640 (2018). https://doi.org/10.1038/s41467-018-06050-2 ","10.1038/s41467-018-06050-2 "
"DNL.deep.22.25","DNL-deep","2015-05-01",-76.5283,,35.6904,,,,8,25,"NA",22,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"DNL.deep.47.50","DNL-deep","2015-05-01",-76.5283,,35.6904,,,,8,50,"NA",47,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"DNL.deep.72.75","DNL-deep","2015-05-01",-76.5283,,35.6904,,,,8,75,"NA",72,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"DNL.deep.97.100","DNL-deep","2015-05-01",-76.5283,,35.6904,,,,8,100,"NA",97,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"DNL.deep.122.125","DNL-deep","2015-05-01",-76.5283,,35.6904,,,,8,125,"NA",122,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"DNL.deep.147.150","DNL-deep","2015-05-01",-76.5283,,35.6904,,,,8,150,"NA",147,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"DNL.deep.177.180","DNL-deep","2015-05-01",-76.5283,,35.6904,,,,8,180,"NA",177,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"Lox3_1.5","Lox3","2015-10-01",-80.357,,26.597,,,,9,1.5,"NA",1.5,"NA","peat","NA","control","no exact sampling date given; it is not clear if the depth value is exact or an average of a lower and upper value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"Hodgkins, S.B., Richardson, C.J., Dommain, R. et al. Tropical peatland carbon storage linked to global latitudinal trends in peat recalcitrance. Nat Commun 9, 3640 (2018). https://doi.org/10.1038/s41467-018-06050-2 ","10.1038/s41467-018-06050-2 "
"Lox3_10.5","Lox3","2015-10-01",-80.357,,26.597,,,,9,10.5,"NA",10.5,"NA","peat","NA","control","no exact sampling date given; it is not clear if the depth value is exact or an average of a lower and upper value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"Hodgkins, S.B., Richardson, C.J., Dommain, R. et al. Tropical peatland carbon storage linked to global latitudinal trends in peat recalcitrance. Nat Commun 9, 3640 (2018). https://doi.org/10.1038/s41467-018-06050-2 ","10.1038/s41467-018-06050-2 "
