"wavenumber","P_1_A_BRose_AG_Leaves","P_1_A_BRose_AG_Stems","P_1_A_Cloud_AG_Leaves","P_5_CN_Cloud_AG_Leaves","P_1_A_Cloud_AG_Stems","P_3_A_Cloud_AG_Stems","P_2_CN_Crow_AG_Leaves","P_1_CN_Crow_AG_Stems","P_5_A_DBirch_AG_Stems","P_5_A_Lingon_AG_Stems","P_3_A_Lichen_AG","P_3_A_MossA_AG","P_2_A_SphagFusc_AG","T3Far_Sphagnum","Spruce_May2016_Green.Sphagnum.angustifolium","Spruce_May2016_Red.Sphagnum.magellanicum","Spruce_May2016_Eriophorum.vaginatum","Spruce_May2016_Eriophorum.viridicarinatum","Spruce_May2016_Carex.Trisperma","E_1_A_CarexRot_AG","E_2_A_ErioAng_AG","E_4_A_ErioAng.Litter_AG","E_2_CN_ErioAng_AG","E_3_CN_ErioAng_AG","Pocosin_Pinus","Pocosin_Ilex_inkberry","Pocosin_Persia","Pocosin_Gordonia_stem","Pocosin_Lyonia","Pocosin_Vaccinium","Everglades_Cladium_sawgrass","Brunei.Leaf.1","Brunei.Leaf.5","Brunei.Leaf.6","Brunei.Leaf.10","Brunei.S3.P7.Wood.Block","Brunei.S4.P7.B120.Wood.Block","Brunei.S28.P6.B205.Wood.Block","Brunei.S29.P6.B212.Wood.Block"
3286,0.077579283,0.075752237,0.043087548,0.121571945,0.072984382,0.05293553,0.094594487,0.07269455,0.016440757,0.050257962,0.066646156,0.080174688,0.073447426,0.041232357,0.047650585,0.046817076,0.023678529,0.066040894,0.058390817,0.067851849,0.082388036,0.058881386,0.069562386,0.100407645,0.093188995,0.034984725,0.03695297,0.034628376,0.050073459,0.03559829,0.04142786,0.047209092,0.06195279,0.058864847,0.047139165,0.032900629,0.043963599,0.016506273,0.032370564
3285,0.077564486,0.07547228,0.042987254,0.121523215,0.07286122,0.05277704,0.094429886,0.072478886,0.016328571,0.050178142,0.066585824,0.080053067,0.073305636,0.04106264,0.047567437,0.04668995,0.023644817,0.06593733,0.058349943,0.067676406,0.08232589,0.058748092,0.069496262,0.100320513,0.093012866,0.034918352,0.03681536,0.034602375,0.050040987,0.035495727,0.04139631,0.047284739,0.061963337,0.058772699,0.047138331,0.032823365,0.043928645,0.016336311,0.032318966
3284,0.077535856,0.07523945,0.042942573,0.121396642,0.072779951,0.052660075,0.094309882,0.072347967,0.016271253,0.050103648,0.066569942,0.079982594,0.073216778,0.040896313,0.04748596,0.046535805,0.023606666,0.065825448,0.058267287,0.067586569,0.082256876,0.058606459,0.069413475,0.100390157,0.092864418,0.034894777,0.036692635,0.034602366,0.049968821,0.03538625,0.041371996,0.047298119,0.061963697,0.058729845,0.047176536,0.032762802,0.043953316,0.016164512,0.032259665
3283,0.077464409,0.075114044,0.042922022,0.121187737,0.072705701,0.052577382,0.094244456,0.072247738,0.016285526,0.050071763,0.066545381,0.079908418,0.073157328,0.040787024,0.047391706,0.046375858,0.023558861,0.065712962,0.058141849,0.067569862,0.082148922,0.058461309,0.069323499,0.100494471,0.092773008,0.034905563,0.036616032,0.034635539,0.049878782,0.035289063,0.041363311,0.047238274,0.061898504,0.058734429,0.047231737,0.032689473,0.043960679,0.016046352,0.032198531
3282,0.077358088,0.075098357,0.042897346,0.120932383,0.07259079,0.052498814,0.094210686,0.07212852,0.016355412,0.050091233,0.066480185,0.079783831,0.073084818,0.040759877,0.047282315,0.046249439,0.023516462,0.065625859,0.058011964,0.067571236,0.082038738,0.058338672,0.069240854,0.100518473,0.092717998,0.034922154,0.036589203,0.034679007,0.04979429,0.035214843,0.041368086,0.04716928,0.061754372,0.058773672,0.047254049,0.03258201,0.043891906,0.015999552,0.032152617
3281,0.07724261,0.075121406,0.04286722,0.120674893,0.072418465,0.052414394,0.094177027,0.071991323,0.016437119,0.050125571,0.066393038,0.07961038,0.072976322,0.040789024,0.047165378,0.046181299,0.023492405,0.065581087,0.057915795,0.067539978,0.081987813,0.058253706,0.069179724,0.100449903,0.09264259,0.034919802,0.036590707,0.034697305,0.049719739,0.035180139,0.041365031,0.047157165,0.061564293,0.058828227,0.047205286,0.03247373,0.04375823,0.016017324,0.032161508
3280,0.077129784,0.075082224,0.042842589,0.120450239,0.072204631,0.052331253,0.094128849,0.071845097,0.016478617,0.050121099,0.066316488,0.079421824,0.072844172,0.040809559,0.047045288,0.046150184,0.023479435,0.065567916,0.057854741,0.067444347,0.082002501,0.058190152,0.069133768,0.100339635,0.092507758,0.03490026,0.0365909,0.034663324,0.049646824,0.035204532,0.041323057,0.047202986,0.061381132,0.058866875,0.047092091,0.032420445,0.043608807,0.016104456,0.032249103
3279,0.077018615,0.074936991,0.0428321,0.120284358,0.071976986,0.052241905,0.094074666,0.071669865,0.016453797,0.050051997,0.066255902,0.079252056,0.072717987,0.040760796,0.046922325,0.046111074,0.023463731,0.065555664,0.057799204,0.06727896,0.082020087,0.058128246,0.069080575,0.100219503,0.092329738,0.034885564,0.036570416,0.034575903,0.049575492,0.035280019,0.041225997,0.04724753,0.061253512,0.058847306,0.046959981,0.032427639,0.04347331,0.016262597,0.032369526
3278,0.076920463,0.074744017,0.042846907,0.120180025,0.071771116,0.052129564,0.094033593,0.071460649,0.016381117,0.049930807,0.066198717,0.079125285,0.07261535,0.040629467,0.046801611,0.046048794,0.023445789,0.065511113,0.057722292,0.067083404,0.081976889,0.058076306,0.069016998,0.100090551,0.092157131,0.034886206,0.036527251,0.034466613,0.04951749,0.035355175,0.041087675,0.047230531,0.06120777,0.058733515,0.046856464,0.032434396,0.043361632,0.016429226,0.032421461
3277,0.076864938,0.074606656,0.04290134,0.12009502,0.071637134,0.052010796,0.094016228,0.071276228,0.016301828,0.049784585,0.066144936,0.079059879,0.072533632,0.040455894,0.046692972,0.04599011,0.023433464,0.065412114,0.057622812,0.066934685,0.08187037,0.05805572,0.068973627,0.099962856,0.092016504,0.034881219,0.036469327,0.034381108,0.049479129,0.035370189,0.040941694,0.047139712,0.06122851,0.05852612,0.046799559,0.032375283,0.043297674,0.016479816,0.032339197
3276,0.076871289,0.074569672,0.042994787,0.119959645,0.071620308,0.051944938,0.094010561,0.071192287,0.016239071,0.049640865,0.066107164,0.079066207,0.072467273,0.040297293,0.046600904,0.045960908,0.02342084,0.065257999,0.05752021,0.066890714,0.08174404,0.058063424,0.068974772,0.099865325,0.091891394,0.034835883,0.036402082,0.034341151,0.049449889,0.03531108,0.040818139,0.047011126,0.061256064,0.058281052,0.046780047,0.032246452,0.043306644,0.016341581,0.032161747
3275,0.076915032,0.074579877,0.043097771,0.119736612,0.071715277,0.051979541,0.09398388,0.07120428,0.016183377,0.049531674,0.066086309,0.079138807,0.072418777,0.040180983,0.046521704,0.045951875,0.023392405,0.065071836,0.057433791,0.066935449,0.081627649,0.058065245,0.068990564,0.099809694,0.091751211,0.034736708,0.036324287,0.034324318,0.049409795,0.035218183,0.040727591,0.046894988,0.061224259,0.058085754,0.046789765,0.032107293,0.043359932,0.016095076,0.031997475
3274,0.076930951,0.07454406,0.043165637,0.119459199,0.071845499,0.052095699,0.093905447,0.07121538,0.016116684,0.049477715,0.066065064,0.079250466,0.072382653,0.040088075,0.04645175,0.045933185,0.023349577,0.064886166,0.0573673,0.066989435,0.081514184,0.058021584,0.068949738,0.099763135,0.091585694,0.034604322,0.036234986,0.034288009,0.049342299,0.035138759,0.040660427,0.046822559,0.061116783,0.057999114,0.046836418,0.032025788,0.043370161,0.015916663,0.031924954
3273,0.07685911,0.074410173,0.043167699,0.119202716,0.071907299,0.052221425,0.093771485,0.071133238,0.016041771,0.049453858,0.066024015,0.079349975,0.072330358,0.039977061,0.0463912,0.045881023,0.023314714,0.064721135,0.057307802,0.066973345,0.081390801,0.057907836,0.068803693,0.099667277,0.091408058,0.034476798,0.03614139,0.034215318,0.049243852,0.035084341,0.040599617,0.046793284,0.06098304,0.058009941,0.046917619,0.032025589,0.043268533,0.01590975,0.031937269
3272,0.076693066,0.074193765,0.043105043,0.119023821,0.071843956,0.052291453,0.093605467,0.070953473,0.015982847,0.049395392,0.065949686,0.07936934,0.072231226,0.039822005,0.046336603,0.045777592,0.023300716,0.064574816,0.057234645,0.066857671,0.081265163,0.057720353,0.068566165,0.099483655,0.091237474,0.034387087,0.036057183,0.034134254,0.049133103,0.035041664,0.040539775,0.046779275,0.060889531,0.05805759,0.046983606,0.032076592,0.043073278,0.016019099,0.031968095
3271,0.076481146,0.073948337,0.043008118,0.118927861,0.071675386,0.052282944,0.093436165,0.070738365,0.015958892,0.049261336,0.065829184,0.079250532,0.07208804,0.039634904,0.046276793,0.045609779,0.023291615,0.064431233,0.057131684,0.066663836,0.081148086,0.057483672,0.068291676,0.099222471,0.091083541,0.034349609,0.035991701,0.034090802,0.04904795,0.035010029,0.040495939,0.0467407,0.060857325,0.058089433,0.046950843,0.032125161,0.042863925,0.01611458,0.03194714
3270,0.076280573,0.073723907,0.042919416,0.118879151,0.071459966,0.052204072,0.093282424,0.070539167,0.015961054,0.0490817,0.065656618,0.078985569,0.071934723,0.039458804,0.046201955,0.045394051,0.023265788,0.064276444,0.056998384,0.066436921,0.081025264,0.057249904,0.068032044,0.098931646,0.090936865,0.034353193,0.03593975,0.0341023,0.049014925,0.035005069,0.040486385,0.046647805,0.060853914,0.058092136,0.046776648,0.032130452,0.042699702,0.016127258,0.031835484
3269,0.076116902,0.073541377,0.042866919,0.118831041,0.071243244,0.052069412,0.093152837,0.070359395,0.015961642,0.048927128,0.065452276,0.078638872,0.071794212,0.039336477,0.046113372,0.045190426,0.023228245,0.064111441,0.056853213,0.066218121,0.080866184,0.057068463,0.067816345,0.098659125,0.090769663,0.03436315,0.035882525,0.034134551,0.049014554,0.035022659,0.040501985,0.046500215,0.060840337,0.058074476,0.046519098,0.032078203,0.042581341,0.016088418,0.031643031
3268,0.075985935,0.073385143,0.042842378,0.118752286,0.071048471,0.051889603,0.093040069,0.070176339,0.015946334,0.048839338,0.065258842,0.078320001,0.071654297,0.039275541,0.046018893,0.045059893,0.023202546,0.063951224,0.05672137,0.066025912,0.080659619,0.056945575,0.067651353,0.098424663,0.090557017,0.034341793,0.035802231,0.034125782,0.048991498,0.0350191,0.040499621,0.046329209,0.060807268,0.0580389,0.046303827,0.031973158,0.042482503,0.016063986,0.031435115
3267,0.075872055,0.073213761,0.042806112,0.118633297,0.070890345,0.051669497,0.092910003,0.06996738,0.015928119,0.048801707,0.065100425,0.078110287,0.071492689,0.039240856,0.045920168,0.04500227,0.023191973,0.063804976,0.056612361,0.065849272,0.08042401,0.056840938,0.067521442,0.098223432,0.090305462,0.034276518,0.035699114,0.034039706,0.048907349,0.034945129,0.040435815,0.046178313,0.060757904,0.057979863,0.046220928,0.03183238,0.0423897,0.016083451,0.031306465
3266,0.075747085,0.072988424,0.042720107,0.118468135,0.070763816,0.051408803,0.092717208,0.069711901,0.015918917,0.048766071,0.064948158,0.077998334,0.071310738,0.039186723,0.045810213,0.044955589,0.023164986,0.063656323,0.056510032,0.065659546,0.080180109,0.056706967,0.067393145,0.098045257,0.090051796,0.034186896,0.035592852,0.033898523,0.048771889,0.034796499,0.040307395,0.046077632,0.060676483,0.057901562,0.046254845,0.031687287,0.042303097,0.016126442,0.031316621
3265,0.075571208,0.072705908,0.042580317,0.118237944,0.07062183,0.051115002,0.09244996,0.069393644,0.015894847,0.048695317,0.064745115,0.077891937,0.071128303,0.039097387,0.045684812,0.044863209,0.023086389,0.063473562,0.056387436,0.065436457,0.079930533,0.05652378,0.067235342,0.097882101,0.089825031,0.034104585,0.035503325,0.033761627,0.048618906,0.034618881,0.040153691,0.046032256,0.060539044,0.0578234,0.046308795,0.031577021,0.042217195,0.016148865,0.031433898
3264,0.075330271,0.072409056,0.042420003,0.117928799,0.070403553,0.050824883,0.092152651,0.069024715,0.015812763,0.048591746,0.064476351,0.077712396,0.070953176,0.038990054,0.045551471,0.044726983,0.022954481,0.063243798,0.056229075,0.065189946,0.079678123,0.056300709,0.067042047,0.097724099,0.089616343,0.034050511,0.03543089,0.03367249,0.048472756,0.034464425,0.040018119,0.04602741,0.060352486,0.057762778,0.046285513,0.031523168,0.042116393,0.016109554,0.031545794
3263,0.075074471,0.072159669,0.042288089,0.117568097,0.070108315,0.050605774,0.091892409,0.068666823,0.015670472,0.048500528,0.064207066,0.077481533,0.070772049,0.0388841,0.04542227,0.044589502,0.022800692,0.062987081,0.056036102,0.064960554,0.079449744,0.056066061,0.066836337,0.097562762,0.089394868,0.034027186,0.03535951,0.033630443,0.048352621,0.034355844,0.039913368,0.046037241,0.060159659,0.057715994,0.046150593,0.031509854,0.041986849,0.015988083,0.031535973
3262,0.074886306,0.07199148,0.042222793,0.117222954,0.069818717,0.050517059,0.091710288,0.06840972,0.015532085,0.048475637,0.064035628,0.07730037,0.070571645,0.038779169,0.045299813,0.044482351,0.022659802,0.06273301,0.055817945,0.064795122,0.079277118,0.055863951,0.066654467,0.097400559,0.089145925,0.034018344,0.035276281,0.033609049,0.048285002,0.034292501,0.039826062,0.0460312,0.059998595,0.057659656,0.045944405,0.031498008,0.041827759,0.015802595,0.031366597
3261,0.074793829,0.071884244,0.0422306,0.116948799,0.06962124,0.050559184,0.091609725,0.068308757,0.015476082,0.048521415,0.064002666,0.077237284,0.070358693,0.038663997,0.045176972,0.044404044,0.022550128,0.062496873,0.055589707,0.0647124,0.079151776,0.05573939,0.066524447,0.097248804,0.088882837,0.033992221,0.035180618,0.033586528,0.048278259,0.034272107,0.039745756,0.045986938,0.059872822,0.05757091,0.045749227,0.031462116,0.041657718,0.015615549,0.031102387
3260,0.074737516,0.071783397,0.042277186,0.116748563,0.06951341,0.050663646,0.091570966,0.068334027,0.015525803,0.048569416,0.064050351,0.077254173,0.070159284,0.038534224,0.045053731,0.044334599,0.022478608,0.062284216,0.055373111,0.064684513,0.079019573,0.055701689,0.066449314,0.097113492,0.088626711,0.033921453,0.035077601,0.033553242,0.048289829,0.034291644,0.039676978,0.045909168,0.059766857,0.057445051,0.045633909,0.031408145,0.041514847,0.01550054,0.030859367
3259,0.074641235,0.071644942,0.042304711,0.116589835,0.069414887,0.050742581,0.09155481,0.068383657,0.015640921,0.048529177,0.064072857,0.077252259,0.070005134,0.038396082,0.044947489,0.044254554,0.02244995,0.062100194,0.055184263,0.06465065,0.078832567,0.055702757,0.066399831,0.096986948,0.088387111,0.03381291,0.034974243,0.033505,0.048251942,0.034334454,0.039622364,0.04583088,0.059671384,0.057295638,0.045612883,0.031356119,0.041436487,0.015483819,0.03071961
3258,0.074496146,0.071460462,0.042272244,0.116444898,0.069262662,0.050749791,0.091502576,0.068353431,0.015762739,0.048365703,0.063999443,0.077169795,0.069912649,0.038260286,0.044874895,0.044154137,0.022460982,0.061939042,0.055016977,0.064551152,0.078596947,0.055664848,0.066322324,0.096850409,0.088160471,0.033708238,0.034882745,0.033443629,0.04813991,0.034370376,0.039565637,0.045780015,0.05958127,0.057143172,0.045653518,0.031314464,0.041416645,0.015521676,0.030684319
3257,0.074353804,0.071245847,0.042183475,0.116295954,0.069066919,0.050689245,0.091361122,0.068200563,0.015846521,0.048120703,0.063827229,0.077015241,0.069859541,0.038137246,0.044821185,0.044038656,0.022489177,0.061777955,0.054849924,0.064357594,0.078358797,0.055536661,0.066166052,0.096680701,0.08793524,0.03363962,0.03481307,0.033377609,0.047993274,0.034370113,0.039481352,0.045739614,0.059488245,0.057004949,0.045717532,0.031277152,0.04138168,0.015545149,0.030704074
3256,0.07425868,0.071023592,0.042073622,0.11611606,0.06887592,0.050573883,0.091120214,0.067954368,0.015859404,0.047864869,0.063596563,0.076823659,0.069785099,0.038031391,0.044740026,0.043927734,0.02249778,0.061598399,0.05467464,0.064087187,0.078151632,0.055325648,0.065920131,0.096465632,0.087695177,0.033589362,0.034753741,0.033307517,0.047859014,0.034316059,0.039359277,0.045653165,0.059396844,0.056887293,0.045779386,0.031236191,0.041232641,0.015520587,0.030742666
3255,0.07421758,0.070822097,0.041974993,0.115876223,0.068721959,0.0504006,0.090820218,0.067680912,0.015784148,0.047645031,0.063361737,0.076618682,0.069634705,0.037930331,0.044597484,0.043841888,0.02246039,0.061403412,0.054505822,0.063799999,0.077973556,0.0550849,0.065634598,0.09622806,0.087425618,0.033508759,0.034671857,0.033213418,0.047734438,0.034207797,0.03920967,0.045481499,0.059334953,0.056777937,0.045802536,0.031181966,0.040935202,0.015453697,0.030796475
3254,0.074217939,0.07067138,0.041900892,0.115577032,0.068613574,0.050176802,0.090525459,0.067437399,0.01564437,0.047475255,0.063176826,0.07641939,0.069413377,0.037806183,0.044414975,0.043787722,0.022381958,0.061200074,0.054359411,0.063570852,0.077810958,0.054873231,0.065400232,0.096026533,0.087122921,0.033377528,0.034545913,0.033072371,0.047583679,0.034068852,0.039046209,0.045249572,0.059321874,0.056650836,0.04573,0.03109308,0.040568535,0.015347369,0.030856867
3253,0.074231809,0.070573114,0.041851732,0.115253222,0.068547666,0.049948291,0.090293149,0.067240924,0.015508316,0.047357956,0.063068716,0.076248577,0.069181486,0.037638137,0.044255314,0.043756954,0.022292544,0.06098078,0.054232623,0.063438001,0.077661073,0.054715316,0.065286862,0.095907267,0.086799338,0.033230351,0.034393513,0.032891574,0.047398221,0.033941708,0.038877694,0.04502601,0.059326825,0.056492238,0.045531906,0.030946856,0.040272347,0.015189932,0.030882439
3252,0.074199566,0.070477026,0.041817849,0.114939328,0.068500636,0.049768752,0.090150321,0.067064923,0.015444163,0.047296919,0.063003264,0.076111043,0.068988962,0.037434018,0.044159294,0.043734069,0.022218225,0.060742994,0.054113195,0.063367768,0.077518092,0.054585617,0.065281363,0.09584791,0.086480399,0.033120602,0.034254096,0.032710679,0.047218128,0.033857548,0.038721105,0.044859621,0.059283468,0.056324576,0.045256165,0.030754737,0.040138361,0.014994885,0.030827871
3251,0.074055008,0.070312984,0.041774339,0.114645747,0.068420759,0.049639746,0.090072953,0.066869383,0.015469609,0.047288411,0.062901078,0.075977953,0.068826359,0.037222854,0.044102721,0.043699693,0.022158801,0.060513167,0.053995581,0.063279339,0.077351362,0.054431719,0.065284771,0.095763478,0.086196167,0.033070253,0.034146758,0.032564045,0.047090133,0.033804427,0.038605259,0.04474963,0.059153959,0.056192713,0.045004044,0.030575777,0.04015111,0.014822786,0.030689766
3250,0.073795206,0.070061768,0.04169239,0.114373792,0.068258553,0.04950769,0.089984869,0.066648101,0.015550796,0.047304451,0.062714383,0.075814598,0.068650644,0.037026822,0.044023113,0.043633728,0.022094067,0.060321786,0.053874891,0.063114025,0.077122848,0.054222923,0.065184994,0.095578394,0.08596535,0.03306231,0.034057027,0.032451244,0.04701832,0.033735688,0.038543161,0.044677132,0.058964926,0.056120079,0.044850196,0.030472229,0.040222367,0.014738444,0.030508599
3249,0.073505937,0.069783326,0.041570828,0.114133161,0.068012467,0.049335679,0.089803148,0.066447399,0.015644109,0.047295412,0.062481639,0.075622572,0.068443683,0.036847048,0.043885115,0.043526666,0.022008477,0.060159105,0.053733912,0.062878306,0.076835648,0.053978671,0.064946233,0.095289782,0.085778019,0.033070399,0.033963713,0.032354019,0.046962145,0.033617491,0.038505654,0.044643018,0.058774141,0.056085968,0.044798995,0.030447504,0.040268269,0.01475283,0.030331442
3248,0.073293882,0.06956032,0.041450645,0.113925907,0.06773778,0.049164264,0.089506803,0.066327253,0.015727681,0.0472226,0.062286957,0.075441614,0.068225622,0.036675592,0.043711583,0.043387775,0.021907018,0.059982747,0.053554184,0.062619568,0.076552291,0.053749119,0.064632773,0.094962673,0.085595954,0.033079795,0.033864469,0.032272849,0.046876158,0.033463513,0.03844056,0.044657897,0.05861412,0.056050807,0.044808997,0.030442321,0.040255727,0.014819027,0.03018354
3247,0.073198137,0.06941528,0.041383595,0.113723841,0.067509641,0.049080887,0.089161297,0.06629603,0.015794407,0.047092376,0.062172463,0.075306109,0.068019114,0.03651416,0.043550151,0.043235386,0.021809822,0.059768704,0.053341113,0.062372334,0.076345503,0.053573778,0.064346692,0.094674089,0.085378838,0.033077961,0.033769838,0.032230157,0.046746222,0.033318583,0.038321134,0.044706284,0.058476011,0.055994481,0.044830775,0.030395993,0.040192757,0.014875525,0.030064939
3246,0.073174513,0.069291875,0.041380482,0.113484456,0.06737446,0.049125339,0.088865636,0.066284771,0.015830267,0.04694892,0.062109289,0.07520391,0.067825869,0.036376248,0.043417157,0.043079551,0.021735843,0.059529875,0.053126072,0.062138331,0.076223654,0.053461361,0.064142279,0.094458684,0.085114027,0.03303703,0.033683317,0.032235869,0.046591027,0.033214345,0.038165647,0.044744478,0.058337401,0.055922173,0.044819634,0.030295648,0.040088496,0.014883555,0.02995674
3245,0.073148813,0.069118089,0.041395878,0.113193821,0.067323096,0.049235242,0.088667229,0.06619194,0.015813761,0.046829179,0.062046003,0.075082757,0.067644293,0.03627174,0.043282074,0.042918204,0.021690211,0.059283798,0.052938348,0.061911406,0.076114013,0.053395473,0.063994473,0.094290669,0.084820689,0.032922202,0.033597694,0.032264658,0.046438674,0.033148074,0.038011531,0.044739173,0.058190398,0.055842139,0.044747019,0.030159072,0.039927198,0.014839789,0.029835347
3244,0.073068944,0.068879753,0.041371936,0.112880457,0.067301235,0.049294575,0.088523076,0.065962336,0.01573901,0.046735089,0.061955416,0.074902971,0.067488166,0.036191153,0.043107188,0.042747111,0.021660571,0.059031653,0.052779062,0.061704076,0.075932849,0.053344426,0.06384014,0.094111494,0.084528418,0.032727384,0.033508137,0.032276973,0.046307617,0.033100847,0.03788536,0.044693693,0.058039679,0.055751215,0.044622479,0.029993474,0.039685278,0.014775802,0.029700295
3243,0.072922262,0.068627741,0.041298659,0.112582282,0.067250189,0.049238832,0.088345718,0.065632561,0.015631376,0.046650701,0.061829296,0.074685543,0.067370778,0.03610762,0.042895773,0.042568613,0.021623752,0.058779227,0.052624252,0.061540077,0.075671449,0.053272805,0.063646359,0.093885967,0.084254438,0.032497822,0.033419063,0.032253548,0.04620333,0.033063068,0.037797699,0.0446286,0.057883658,0.055640235,0.044487641,0.029797918,0.039376459,0.014739767,0.029589216
3242,0.072732922,0.068418234,0.041223661,0.112313311,0.067141242,0.049107821,0.088092871,0.065305006,0.015531375,0.046563545,0.061659855,0.074498279,0.067278802,0.035997018,0.042694556,0.042395595,0.021562048,0.058552389,0.052450747,0.061423505,0.075401058,0.053162589,0.063440969,0.093635145,0.083995169,0.032302828,0.033332813,0.032197238,0.04611906,0.033033129,0.03774413,0.044548733,0.057712912,0.055503604,0.044372325,0.029597123,0.03906828,0.01476007,0.029546333
3241,0.072544908,0.068253302,0.041196045,0.112070873,0.066969569,0.0489916,0.087809527,0.065071101,0.01546247,0.046457418,0.061451693,0.074383967,0.067174622,0.03585924,0.042549597,0.042252039,0.021478169,0.058373219,0.052259069,0.061323509,0.075191217,0.053024743,0.063277845,0.093404862,0.083732935,0.032178418,0.033235828,0.032109146,0.04603563,0.032997839,0.037697603,0.044442788,0.057535088,0.055344919,0.044273088,0.029441323,0.038834172,0.014825585,0.029569021
3240,0.072388105,0.068083125,0.041204813,0.111861913,0.066731819,0.048930526,0.08757292,0.064945274,0.015418662,0.046310361,0.061239926,0.07430834,0.06702287,0.035719662,0.042465017,0.042159136,0.021393341,0.058233503,0.05207264,0.061197827,0.075036708,0.052878657,0.063173398,0.093204814,0.083456138,0.032102741,0.033106951,0.031984029,0.045933673,0.032932736,0.037615985,0.04431207,0.057392125,0.055180853,0.044188977,0.029361062,0.038686184,0.014907583,0.029596567
3239,0.072256441,0.067866004,0.041185492,0.111702302,0.066440306,0.04888136,0.087401419,0.064865386,0.015382466,0.046127523,0.061074473,0.07419479,0.066813436,0.035606962,0.042406447,0.042107885,0.021329333,0.058104351,0.051911864,0.061034925,0.074875023,0.052723159,0.063084354,0.092998641,0.083181856,0.0320341,0.032947236,0.031834108,0.045817918,0.032834276,0.037477589,0.044187107,0.05733088,0.055035733,0.044152718,0.029334055,0.038571631,0.01499125,0.029557668
3238,0.072128156,0.067619606,0.041092354,0.111585489,0.066158038,0.04878304,0.087239515,0.064756128,0.015346076,0.045961371,0.060982729,0.074008596,0.066570737,0.035525181,0.042339283,0.042053727,0.021293741,0.057963338,0.051769418,0.060865175,0.074666644,0.052543747,0.062954059,0.092758546,0.082952306,0.031964269,0.032795476,0.031699589,0.045721576,0.032743051,0.037305669,0.044107952,0.057346383,0.054921223,0.044191647,0.029303953,0.038442756,0.015072116,0.029424774
3237,0.072001303,0.06740313,0.040951869,0.111462539,0.065974647,0.048634399,0.087037656,0.064588849,0.015309076,0.045864876,0.060951503,0.073786597,0.066348568,0.035446356,0.042255637,0.041957647,0.021280882,0.057805623,0.05161979,0.060721127,0.074436393,0.052347672,0.062771977,0.092504974,0.082793916,0.031919767,0.032697807,0.031618218,0.045671651,0.032712502,0.037145745,0.044085461,0.057368362,0.054822648,0.044264906,0.02922741,0.038309686,0.015130461,0.029226186
3236,0.071890599,0.067249192,0.040833412,0.111264954,0.065913053,0.048487286,0.086818442,0.06438236,0.015264435,0.045823447,0.060939347,0.073578616,0.066197891,0.035332445,0.042164238,0.041831639,0.021278106,0.057639387,0.051456136,0.060592214,0.074228739,0.05216821,0.062571476,0.092274927,0.08267823,0.031914007,0.032654432,0.031585796,0.045651254,0.032744355,0.037022299,0.044080523,0.057319703,0.054716233,0.044276434,0.029105767,0.038210104,0.015132372,0.029021185
3235,0.071789961,0.067126495,0.040776508,0.110952951,0.065881577,0.048375965,0.086642087,0.064163342,0.015201267,0.045760034,0.060899276,0.073385168,0.06611289,0.035165724,0.042065736,0.041724803,0.02126763,0.057478118,0.051304733,0.060434621,0.074042152,0.05202227,0.06237332,0.092070913,0.082536323,0.031918214,0.032607782,0.031556465,0.045609448,0.032770409,0.036925016,0.044025995,0.057182928,0.054601106,0.044163696,0.028982151,0.038146343,0.015060688,0.028868116
3234,0.071662311,0.066978834,0.04076354,0.110546186,0.065756761,0.048282737,0.086527777,0.063944449,0.015122115,0.045614185,0.060796651,0.073171374,0.066012474,0.034962198,0.041948968,0.041662684,0.021232418,0.057328736,0.051192014,0.060227488,0.073831338,0.051881184,0.062158648,0.091866234,0.08231871,0.031888292,0.032495765,0.031483076,0.045509548,0.032715634,0.03682746,0.043881698,0.057000648,0.054503844,0.043954796,0.028907232,0.038081817,0.014932068,0.028798679
3233,0.071478844,0.066790621,0.040756757,0.110113271,0.065508814,0.04817271,0.086436364,0.06373481,0.015045082,0.045397482,0.060619049,0.072923594,0.065805647,0.034758042,0.041809355,0.041619848,0.021171497,0.057182018,0.051106909,0.06000084,0.073571678,0.051699485,0.061910394,0.09164935,0.082036302,0.03180898,0.032313386,0.031355314,0.045357753,0.032574231,0.036707712,0.043676243,0.056825158,0.054448292,0.0437301,0.028896001,0.037995895,0.014781808,0.028803861
3232,0.071254859,0.066597759,0.040737611,0.109730457,0.065216656,0.048033667,0.086314809,0.063546838,0.014984276,0.045170295,0.060376473,0.072663898,0.06549069,0.034582389,0.041660253,0.041557565,0.021106013,0.057021959,0.05100998,0.059796699,0.073296201,0.051462645,0.061658621,0.091434505,0.081742354,0.031704259,0.032115693,0.03120561,0.045187678,0.03241035,0.036561576,0.043489367,0.056686028,0.054429856,0.043546363,0.028916883,0.037913311,0.014641373,0.028844029
3231,0.071033598,0.066433541,0.040703533,0.109437268,0.064966675,0.04787237,0.086125302,0.06338039,0.014938712,0.044987823,0.060093825,0.072411132,0.065171569,0.034438592,0.041521905,0.041468379,0.021058921,0.056845605,0.050874649,0.059615469,0.073054932,0.051193032,0.061457624,0.091229896,0.081484098,0.031614309,0.031968425,0.031085991,0.045032255,0.032289846,0.036413047,0.043382635,0.056593651,0.05442281,0.043411393,0.028931558,0.037868401,0.014528086,0.028878785
