"wavenumber","P_1_A_BRose_AG_Leaves","P_1_A_BRose_AG_Stems","P_1_A_Cloud_AG_Leaves","P_5_CN_Cloud_AG_Leaves","P_1_A_Cloud_AG_Stems","P_3_A_Cloud_AG_Stems","P_2_CN_Crow_AG_Leaves","P_1_CN_Crow_AG_Stems","P_5_A_DBirch_AG_Stems","P_5_A_Lingon_AG_Stems","P_3_A_Lichen_AG","P_3_A_MossA_AG","P_2_A_SphagFusc_AG","T3Far_Sphagnum","Spruce_May2016_Green.Sphagnum.angustifolium","Spruce_May2016_Red.Sphagnum.magellanicum","Spruce_May2016_Eriophorum.vaginatum","Spruce_May2016_Eriophorum.viridicarinatum","Spruce_May2016_Carex.Trisperma","E_1_A_CarexRot_AG","E_2_A_ErioAng_AG","E_4_A_ErioAng.Litter_AG","E_2_CN_ErioAng_AG","E_3_CN_ErioAng_AG","Pocosin_Pinus","Pocosin_Ilex_inkberry","Pocosin_Persia","Pocosin_Gordonia_stem","Pocosin_Lyonia","Pocosin_Vaccinium","Everglades_Cladium_sawgrass","Brunei.Leaf.1","Brunei.Leaf.5","Brunei.Leaf.6","Brunei.Leaf.10","Brunei.S3.P7.Wood.Block","Brunei.S4.P7.B120.Wood.Block","Brunei.S28.P6.B205.Wood.Block","Brunei.S29.P6.B212.Wood.Block"
4000,0.00045214,0.000360362,0.000546778,0.000280671,0.00027467,0.000429157,0.0003807,0.000358265,0.000562323,0.000264881,0.000396144,0.000313214,0.000241591,0.000391013,0.000293436,0.000216239,0.000308895,0.000264197,0.000131099,0.000494213,0.000353377,0.000308913,0.000674627,0.00041101,0.00027794,0.000175774,0.000241873,0.000243066,0.000521055,0.000373311,0.000260798,7.69e-05,0.000230712,0.000269712,0.00039373,0.000155779,0.000352516,0.000107664,0.000493228
3999,0.000469998,0.00036624,0.000418579,0.000238241,0.000239942,0.000306781,0.000286989,0.00022994,0.000570638,0.000375861,0.000328574,0.000269618,0.000310893,0.000422306,0.000377073,0.000280799,0.000387972,0.000326508,0.000323674,0.000500252,0.000336647,0.000357652,0.000555671,0.000419439,0.000322579,0.000185417,0.000308124,0.000306962,0.000530782,0.000304041,0.000220902,0.000201255,0.000255525,0.000260311,0.000461876,0.000144447,0.000488902,0.000288107,0.000307284
3998,0.000433737,0.000304802,0.000295084,0.000193894,0.000199204,0.000223384,0.000259513,0.000105754,0.000579004,0.000486805,0.00027905,0.000238582,0.000368086,0.000453625,0.000460509,0.000345391,0.000467008,0.000388696,0.000516123,0.000437965,0.000318915,0.000368194,0.00038927,0.000427433,0.000346086,0.000195048,0.000345624,0.00037099,0.000540536,0.000230304,0.000172965,0.000308643,0.000208801,0.000250562,0.000530041,0.000170347,0.000438483,0.000410692,0.000113907
3997,0.000397314,0.000220322,0.000224185,0.000147954,0.000175443,0.000206238,0.000256659,3.99e-05,0.000575992,0.000606613,0.00026752,0.000240795,0.00038232,0.000472969,0.000544455,0.000409864,0.000546101,0.00045117,0.000708904,0.000352876,0.000299694,0.000360377,0.000286951,0.000434239,0.000362443,0.000204696,0.000360769,0.000434721,0.000550246,0.000150502,0.000143108,0.000373023,0.000121016,0.000239773,0.000598123,0.000207364,0.000254327,0.000412408,0
3996,0.000377847,0.000165931,0.000211725,9.95e-05,0.000165896,0.000309632,0.000266278,4.63e-05,0.000567151,0.00068072,0.000284137,0.000247795,0.000323803,0.000468806,0.000545477,0.00047462,0.000604964,0.000468147,0.00084424,0.000274991,0.000278136,0.000336017,0.000297085,0.000439474,0.00037342,0.000214306,0.000360774,0.000499261,0.000560105,5.87e-05,0.000141395,0.000372379,4.26e-05,0.000228405,0.000666292,0.000236708,6.93e-05,0.000305333,4.37e-05
3995,0.000350144,0.000174217,0.000235912,0.000124219,0.000160131,0.000359315,0.000247578,0.000103111,0.000558361,0.000633645,0.000312317,0.000224582,0.000208918,0.000440695,0.000481017,0.000504444,0.000617159,0.00045627,0.000903738,0.000220428,0.000257727,0.000292447,0.000393622,0.000390798,0.000372445,0.000223932,0.000355219,0.000474369,0.000552164,1.14e-06,0.000158438,0.000309698,1.53e-05,0.000157798,0.000734145,0.00025875,0,0.000175129,0.000219998
3994,0.000342776,0.000242812,0.00028463,0.000215789,0.000154292,0.000400226,0.000196592,0.000183507,0.000548326,0.000600764,0.000342497,0.000179453,9.92e-05,0.000403203,0.000399136,0.0004979,0.000591469,0.000441691,0.000885652,0.000203179,0.000212867,0.000245786,0.000523483,0.00028054,0.000355521,0.000219721,0.00035753,0.000380444,0.000524589,0,0.000176168,0.000223027,5.19e-05,9.1e-05,0.000820267,0.000291428,7.46e-05,0.000123885,0.000422031
3993,0.000269158,0.000375492,0.00036561,0.000381126,0.000150027,0.00043368,0.000149386,0.000270873,0.000540099,0.000579868,0.000364725,0.000158281,5.27e-05,0.000376681,0.000336908,0.000469892,0.000552427,0.000424851,0.000814194,0.000234855,0.000178817,0.000226683,0.000648873,0.000160355,0.000331512,0.000213621,0.000378543,0.00026857,0.000496985,7.81e-05,0.000183875,0.000167545,0.00013513,9.56e-05,0.00088236,0.000356794,0.000237443,0.000193451,0.000544549
3992,0.00023514,0.000453957,0.000481701,0.000529391,0.000148853,0.000455139,0.000150256,0.000351456,0.000543014,0.000585947,0.000365432,0.00018701,7.93e-05,0.000382391,0.000304582,0.000437886,0.000518139,0.00038737,0.000711931,0.000312808,0.000208054,0.000248793,0.000745774,0.000102166,0.000324793,0.000239219,0.000419913,0.000190801,0.000496064,0.000205131,0.000190407,0.000178568,0.000230157,0.000186138,0.000876641,0.0004628,0.000405412,0.000333415,0.000556945
3991,0.000256599,0.000491175,0.000607529,0.000601298,0.00015607,0.000445255,0.000218746,0.000407329,0.00055778,0.000594046,0.000337152,0.000236135,0.000141156,0.000428724,0.000295643,0.000414138,0.000519225,0.000325665,0.000616502,0.00041376,0.000303468,0.000290077,0.000788243,0.000142377,0.000363432,0.000323663,0.000474889,0.000181634,0.000543048,0.000354158,0.000223327,0.000247808,0.000301796,0.000304213,0.000801617,0.000590906,0.000516204,0.000448078,0.000573098
3990,0.000307758,0.000489117,0.000702737,0.000578176,0.00018423,0.000394514,0.000340818,0.000428928,0.000566529,0.000560376,0.000289351,0.000253256,0.000191832,0.000494965,0.000300954,0.000401894,0.000527137,0.000264943,0.000560882,0.00050376,0.000406077,0.000311279,0.000758253,0.000254927,0.000455824,0.000459829,0.000532613,0.000245206,0.000642745,0.000511236,0.000308377,0.00033199,0.000328996,0.000357326,0.000705933,0.000696488,0.000545124,0.000480161,0.000537493
3989,0.000354177,0.000481896,0.00074907,0.000480538,0.000242295,0.00033218,0.000483186,0.000429379,0.00054894,0.000464745,0.000246305,0.000227664,0.000215695,0.000535741,0.000313249,0.000398101,0.000563553,0.000236779,0.000549992,0.000559027,0.000453037,0.000293519,0.000671601,0.000379417,0.000573535,0.000602474,0.000581164,0.000352461,0.000777043,0.000665962,0.000437631,0.00038368,0.000315894,0.000295379,0.000651325,0.000726543,0.000506168,0.000448534,0.000525089
3988,0.000388299,0.000505635,0.000766942,0.000351206,0.000321104,0.000319611,0.000616555,0.000434924,0.000505265,0.000333262,0.000234138,0.000211517,0.000236427,0.00051892,0.000328074,0.000403392,0.000617334,0.000250889,0.00055925,0.000579898,0.000439894,0.000258037,0.000579791,0.00047313,0.000658984,0.000693356,0.000609212,0.000452943,0.000904955,0.000795352,0.000558178,0.000378008,0.000289855,0.000158191,0.000666865,0.000651979,0.000445471,0.000402904,0.000509251
3987,0.00042447,0.000565422,0.000790127,0.000235261,0.000398148,0.000403941,0.000727286,0.000459765,0.000455951,0.00021917,0.000267637,0.000270066,0.000288454,0.000461717,0.000347074,0.000428505,0.000660834,0.000294383,0.000561709,0.000585742,0.000419699,0.000250598,0.000535154,0.000537455,0.000656826,0.000696019,0.000606791,0.000500966,0.0009775,0.000864539,0.000604456,0.000318542,0.000280462,4.78e-05,0.000738016,0.000494065,0.000416838,0.000357279,0.000462981
3986,0.000467942,0.000631623,0.000827365,0.000164707,0.000460022,0.000575464,0.000808005,0.000495774,0.000424714,0.000164899,0.000342715,0.000414803,0.000380321,0.00041822,0.000378275,0.000484473,0.000669521,0.000351148,0.000554852,0.000598001,0.000448314,0.000305703,0.000551841,0.000599585,0.000549243,0.000615622,0.000567013,0.000479696,0.00096479,0.000847068,0.000550639,0.00022833,0.000295988,4.67e-05,0.000828282,0.000319772,0.000442134,0.000284549,0.00040002
3985,0.000501369,0.00066905,0.000854276,0.000151642,0.000515056,0.000769484,0.000843358,0.000527245,0.000431021,0.000183604,0.00043625,0.000588667,0.000487503,0.000421546,0.000426733,0.000561273,0.000643623,0.000411073,0.00055669,0.000628725,0.000536717,0.000419547,0.000600837,0.000674343,0.000373345,0.000493168,0.000492468,0.000407888,0.000878958,0.000746783,0.000432578,0.000140197,0.000323573,0.000151554,0.000904895,0.000203055,0.000488106,0.000171828,0.000376718
3984,0.000507536,0.000668864,0.000846073,0.000190005,0.000577303,0.00091192,0.000818157,0.000552205,0.000490744,0.000268405,0.000515849,0.00071777,0.000581365,0.000446446,0.000481237,0.000618659,0.000607331,0.00045978,0.00057687,0.00068158,0.000651427,0.000554022,0.000645485,0.000745172,0.000203452,0.000379031,0.000401626,0.000324405,0.000770072,0.000598918,0.000314303,8.98e-05,0.000352663,0.000282295,0.000951363,0.000182004,0.000491921,6.2e-05,0.000448158
3983,0.000498118,0.000652998,0.000810844,0.000259307,0.000640952,0.000967689,0.000744795,0.000586407,0.000602609,0.0004031,0.000557751,0.000773985,0.000655474,0.000439493,0.000514304,0.000607574,0.000584968,0.000472584,0.000601502,0.000756246,0.00074851,0.000668808,0.000683724,0.000781451,0.000105739,0.000305112,0.000323203,0.000261437,0.000691375,0.000446124,0.000233351,0.000105727,0.000388608,0.000355982,0.000968693,0.000248047,0.000419909,2.56e-05,0.000610109
3982,0.000511994,0.000652374,0.000780161,0.000328061,0.000677531,0.000955932,0.000672967,0.000646991,0.000727235,0.00055622,0.000561999,0.00078708,0.000715929,0.000384456,0.000503628,0.000512791,0.000582021,0.000433627,0.000612705,0.000845986,0.000802085,0.000751219,0.000753662,0.000775167,0.000101292,0.000275868,0.000278443,0.000227557,0.000662371,0.000312507,0.00018156,0.000194181,0.000436838,0.000356934,0.000971411,0.000367242,0.000303443,9.43e-05,0.000783398
3981,0.000581054,0.000680376,0.000766088,0.000364723,0.000660242,0.000926751,0.000656529,0.000730879,0.000797843,0.000674614,0.00054988,0.000803203,0.000753322,0.000325656,0.000458637,0.000382342,0.000591783,0.000364617,0.000618019,0.000931218,0.000808405,0.000812857,0.000890752,0.000760451,0.000168554,0.000281611,0.000269526,0.000215306,0.00066491,0.000203756,0.000137306,0.000329677,0.000481659,0.000343358,0.000978554,0.000503588,0.000213163,0.000227851,0.000867384
3980,0.000697054,0.000720824,0.000742449,0.000357238,0.000587582,0.000921019,0.000704419,0.000807565,0.000772422,0.000701331,0.000541158,0.00084073,0.00074144,0.000321058,0.000419826,0.000306975,0.000614364,0.000322213,0.000648874,0.000979767,0.000774137,0.000856724,0.001076116,0.000788602,0.000274379,0.000315403,0.000287708,0.000222259,0.000676239,0.000131741,0.000106577,0.00046528,0.000493795,0.000387491,0.001000257,0.000623748,0.000192844,0.000352053,0.000819306
3979,0.000809862,0.000736507,0.000679954,0.000323162,0.000482358,0.000944243,0.000766198,0.000833694,0.000676828,0.000613645,0.000531729,0.000881864,0.000667564,0.000384803,0.000424416,0.000354765,0.000659147,0.000352417,0.000726138,0.00095944,0.000707076,0.000856695,0.001233574,0.00087397,0.000392028,0.000373299,0.000326893,0.000254785,0.000699332,0.000125398,0.000119565,0.000559283,0.000459882,0.00050694,0.001027227,0.000693607,0.00022216,0.000418602,0.000684802
3978,0.000859597,0.000695403,0.000591217,0.000293679,0.000373162,0.00097152,0.000768118,0.000781597,0.000587433,0.000449031,0.000496101,0.000890441,0.000553787,0.00048292,0.000472519,0.000513156,0.000728427,0.000443194,0.000831723,0.0008571,0.000615696,0.000779069,0.001283894,0.000963531,0.000494027,0.000443282,0.000381457,0.00030736,0.000755502,0.000203377,0.000186934,0.000597652,0.000397601,0.000646528,0.001035189,0.00068529,0.000248901,0.000428025,0.000558058
3977,0.000818604,0.000600063,0.000525054,0.000282408,0.000280206,0.000975817,0.000669437,0.000662523,0.000562996,0.000289457,0.000417811,0.000835074,0.000440768,0.000573064,0.000531148,0.000694226,0.000806809,0.000528076,0.000917089,0.000691858,0.000511618,0.000628421,0.001205003,0.000972526,0.000547924,0.000503495,0.000432984,0.000349556,0.000850598,0.000336433,0.000270063,0.000595761,0.000341267,0.000724017,0.001008942,0.000594842,0.000256613,0.000407593,0.000512025
3976,0.000711533,0.000492576,0.000514032,0.00027278,0.000213475,0.000951309,0.000493264,0.000523227,0.00059431,0.000211005,0.000318251,0.000710762,0.00035449,0.000638539,0.000568915,0.000802692,0.00087103,0.000542539,0.000937924,0.000511645,0.000409982,0.000466247,0.001041348,0.000861851,0.000533735,0.000535646,0.000450284,0.000349224,0.000956968,0.000452062,0.000307201,0.000580606,0.000317228,0.000695821,0.000966819,0.000454208,0.000288464,0.000381871,0.000554876
3975,0.000599544,0.000424633,0.000540578,0.000239295,0.000173952,0.000910531,0.000311053,0.000415962,0.0006224,0.000237298,0.000248516,0.000553478,0.000294222,0.000686534,0.000577812,0.000801832,0.000904852,0.000476638,0.000881268,0.00037395,0.000329265,0.00037488,0.000865082,0.000678081,0.000463807,0.000537854,0.000411882,0.000309343,0.001031135,0.00048706,0.000271767,0.000569892,0.000332431,0.000583767,0.000954279,0.000326109,0.00039593,0.000362702,0.000634355
3974,0.000542515,0.000418872,0.000561945,0.000181107,0.000152292,0.000866296,0.000195757,0.000367336,0.000604746,0.000330805,0.000245314,0.000428416,0.000250387,0.000725928,0.00056335,0.000721494,0.000900196,0.000375561,0.000769163,0.000320201,0.000290718,0.000392214,0.00073292,0.000512896,0.000378476,0.000523726,0.000330179,0.000271553,0.001047966,0.000437516,0.00020123,0.0005626,0.000377947,0.000446644,0.001002484,0.000278767,0.000570505,0.000352086,0.00067992
3973,0.000565414,0.00046106,0.000561313,0.000130696,0.000132833,0.000823605,0.000180976,0.000374892,0.000561011,0.000428176,0.000296104,0.0003873,0.000225492,0.000749333,0.000529602,0.000615177,0.000849844,0.00029603,0.000645508,0.000356658,0.000311025,0.000475695,0.000666133,0.000426116,0.000319461,0.00051308,0.000248704,0.000278263,0.001018646,0.000355033,0.000163074,0.000546654,0.000438397,0.000332284,0.001090582,0.000347118,0.000739882,0.000345429,0.00065437
3972,0.000646386,0.000523625,0.000562376,0.000126597,0.000110193,0.000786334,0.000253736,0.000426025,0.000552788,0.000489374,0.000353388,0.000430911,0.000229924,0.000733341,0.000488053,0.000522353,0.000751696,0.00026929,0.00055779,0.000455799,0.000386439,0.000535605,0.000655248,0.000415202,0.000307725,0.000524145,0.000213406,0.000336948,0.00097886,0.000296742,0.000192876,0.000515749,0.0005014,0.000258352,0.001156527,0.000504774,0.000834236,0.000331271,0.000578455
3971,0.000734736,0.000588191,0.000598805,0.000180593,0.000104685,0.00076418,0.000377081,0.000513672,0.000624449,0.000522209,0.000384575,0.000513126,0.000261533,0.000664772,0.000473113,0.000465927,0.000625601,0.000297931,0.000536547,0.0005788,0.000484511,0.00051189,0.000676652,0.000449796,0.000338184,0.000564344,0.000240767,0.000419873,0.000961222,0.00028077,0.000269022,0.000477262,0.00056146,0.000227633,0.001150317,0.000671653,0.000846933,0.000302365,0.000510272
3970,0.000786579,0.000648699,0.00067925,0.000273558,0.000155288,0.000769024,0.000513881,0.000633043,0.000763379,0.000565855,0.000404413,0.000584512,0.00029854,0.00056312,0.000526394,0.000462252,0.000518863,0.000369873,0.000576514,0.000704246,0.000561876,0.000429765,0.000713294,0.000517664,0.000385781,0.000617202,0.00030727,0.000487234,0.000973185,0.000282293,0.000340239,0.000442843,0.000614386,0.00024481,0.001078706,0.000763333,0.000828215,0.000277607,0.000497332
3969,0.000791619,0.000706151,0.000784157,0.000379113,0.00028692,0.000807596,0.000635315,0.000768718,0.000913362,0.000650702,0.000453157,0.00063107,0.000321749,0.000475674,0.000651917,0.00051655,0.000481161,0.00046607,0.000636829,0.000835099,0.000597373,0.000379195,0.000764723,0.000628078,0.000417678,0.000641877,0.000369021,0.000508268,0.000997692,0.000267313,0.000369096,0.000413818,0.000647478,0.000308661,0.000995811,0.0007484,0.000822566,0.000306213,0.000545017
3968,0.00076543,0.000766481,0.000885738,0.000479866,0.000479521,0.00087606,0.000720728,0.000888725,0.001018953,0.000769547,0.000542014,0.000671638,0.000338921,0.000443949,0.000792864,0.000608297,0.000524308,0.000562608,0.000669101,0.000974783,0.000604934,0.000433688,0.000838827,0.000778317,0.000409674,0.000600209,0.000396331,0.000473525,0.001012944,0.000227728,0.00034777,0.000380303,0.000638788,0.000392394,0.000950377,0.000664314,0.000820473,0.00042442,0.000620721
3967,0.00072399,0.000836009,0.000963224,0.000560254,0.000672421,0.000958843,0.000762986,0.000956107,0.001057252,0.000880685,0.000625191,0.000726191,0.000377873,0.000474148,0.000866053,0.000691678,0.000606547,0.000639296,0.00065523,0.001099227,0.000612442,0.000582813,0.000935721,0.000933701,0.000359926,0.000493124,0.000392884,0.000401001,0.001011169,0.000186437,0.000287648,0.000336403,0.000570405,0.000444959,0.000944286,0.000577322,0.000772729,0.00059879,0.000679144
3966,0.000672701,0.000908584,0.001002259,0.00060075,0.000802608,0.001033538,0.000773588,0.000951468,0.001039904,0.000939941,0.000634984,0.000790329,0.000449179,0.000538919,0.000830107,0.000721512,0.00066595,0.000692902,0.00062251,0.001160513,0.00063349,0.00073784,0.001036749,0.001049335,0.00028866,0.000366561,0.000380391,0.000329088,0.000997224,0.00017126,0.000207474,0.000292114,0.000445949,0.000428739,0.000940607,0.000523321,0.00065019,0.000726832,0.000685496
3965,0.000616434,0.000954632,0.000987854,0.000595263,0.000839379,0.001078426,0.000770604,0.000884915,0.000998601,0.000937187,0.000545113,0.000838339,0.000521635,0.000599828,0.000722001,0.000687115,0.000677292,0.000738009,0.000621771,0.001123709,0.000662278,0.00080062,0.001104303,0.001105785,0.000224203,0.000275092,0.00036638,0.000292241,0.000970517,0.000188121,0.00013095,0.000264028,0.000297357,0.000363294,0.00091074,0.000488714,0.000486329,0.000716436,0.000630468
3964,0.000567871,0.000932464,0.000909975,0.000570292,0.000789799,0.001077527,0.000758362,0.000790335,0.000968621,0.000904742,0.000398697,0.000850139,0.000545644,0.000631966,0.000628986,0.000625584,0.000674506,0.000789346,0.000688221,0.000999086,0.000687357,0.000731984,0.001093837,0.001116459,0.000188343,0.000241495,0.000334498,0.000297989,0.000918232,0.000221092,8.49e-05,0.000256132,0.000174689,0.000325749,0.000869672,0.000447615,0.000358861,0.00057154,0.000535355
3963,0.000542122,0.000825549,0.00078549,0.000568595,0.000686916,0.001022755,0.000727675,0.000710485,0.000971202,0.0008855,0.000277536,0.000837767,0.000507037,0.000637972,0.00062067,0.000597881,0.000712059,0.000839941,0.0008136,0.000840005,0.000702918,0.000574439,0.000983815,0.001105677,0.000190178,0.000252488,0.000271472,0.000327992,0.000835557,0.000253952,8.96e-05,0.000255981,0.000121523,0.000388923,0.000861434,0.000411271,0.00032226,0.000391016,0.000441535
3962,0.0005528,0.000675426,0.000671648,0.000602052,0.000578917,0.000918284,0.000683636,0.00068199,0.001001661,0.000887262,0.000244673,0.000841579,0.000453733,0.000643717,0.000696408,0.00063958,0.000802115,0.000858419,0.000948969,0.000712694,0.000710197,0.000420871,0.000809978,0.001089797,0.000230039,0.000289565,0.000198651,0.000362601,0.000751066,0.000286567,0.000149259,0.000251516,0.000150019,0.000545033,0.000905683,0.000427381,0.000355986,0.0002714,0.000386246
3961,0.000616255,0.000567738,0.000640701,0.000631235,0.000516148,0.000786884,0.000661992,0.000722725,0.00103734,0.000874049,0.00031134,0.000895359,0.000457791,0.000668216,0.000789508,0.000728897,0.000896749,0.000814183,0.00103552,0.000664318,0.00071672,0.000351751,0.000657707,0.001082147,0.000305411,0.000352216,0.00016246,0.000402352,0.000717575,0.000329264,0.000250712,0.000246114,0.000236311,0.000698538,0.000965703,0.000521257,0.000382924,0.000223217,0.000384034
3960,0.000738611,0.000566548,0.000723916,0.000604717,0.000526995,0.00066568,0.000695246,0.000816463,0.001061177,0.000809609,0.000440928,0.000995842,0.000544107,0.000692298,0.000819388,0.000803018,0.00093396,0.000709313,0.0010409,0.000707814,0.000734234,0.000384721,0.00060457,0.001100694,0.000410438,0.000444216,0.000191673,0.000462959,0.000765872,0.000386145,0.000365918,0.000254295,0.000343294,0.000745849,0.000979234,0.000649783,0.000341744,0.000183736,0.000427915
3959,0.000891008,0.000657096,0.00087688,0.000516801,0.000590197,0.000590107,0.000763651,0.000912975,0.001075649,0.000706991,0.000571263,0.00110237,0.000659393,0.000680991,0.000750056,0.000808174,0.000894969,0.000585662,0.000976871,0.000819004,0.000770472,0.00046864,0.000661948,0.001151931,0.000527368,0.000545756,0.000267345,0.000549273,0.00086754,0.000446028,0.000459705,0.000284135,0.000447253,0.000665573,0.000921749,0.000729605,0.000245256,0.000104857,0.000496519
3958,0.001006951,0.000762518,0.001008927,0.000416858,0.000639137,0.000579786,0.000798243,0.000959457,0.001088804,0.000620542,0.000642031,0.001167316,0.000714627,0.000627805,0.000614147,0.000737305,0.000813064,0.000498655,0.000887197,0.000945469,0.000820882,0.000528786,0.000776388,0.001209082,0.000622846,0.000616381,0.000342203,0.00063822,0.00095476,0.000487879,0.000503121,0.000327256,0.000540264,0.000527543,0.000831766,0.000714699,0.000171575,1.54e-05,0.000553341
3957,0.001027398,0.000821897,0.001058382,0.000364892,0.000612889,0.000641267,0.000750338,0.000945773,0.001094519,0.000591736,0.000630159,0.001169845,0.000664827,0.0005694,0.000490203,0.000628802,0.000736552,0.000481699,0.000818732,0.001030921,0.000873191,0.00052925,0.00088179,0.001225888,0.00066145,0.000632629,0.000387554,0.000692669,0.000984238,0.000498225,0.000488706,0.000366192,0.000615608,0.000423936,0.000774201,0.000637745,0.000199979,0,0.000557138
3956,0.00095272,0.000846487,0.001044253,0.000380245,0.000515408,0.00077165,0.000654635,0.000914623,0.001075809,0.000612905,0.00057369,0.001129171,0.000552961,0.000547927,0.000448385,0.000536716,0.000691561,0.000530048,0.000796041,0.001048579,0.000922045,0.000502071,0.000946846,0.001180875,0.000630744,0.000617067,0.000419337,0.000694514,0.00097844,0.000485576,0.000434825,0.000387601,0.000663733,0.000399178,0.000785917,0.00057481,0.000347461,0.000116229,0.000493765
3955,0.000849099,0.00089246,0.001042117,0.000429882,0.000422121,0.000949412,0.000607572,0.000918002,0.001025201,0.000645026,0.000547488,0.001091888,0.000480551,0.000571912,0.000501319,0.000499094,0.000676669,0.000612483,0.000815097,0.001017491,0.000973087,0.000517903,0.000982814,0.001102337,0.000556616,0.000619039,0.000477474,0.000661539,0.000999599,0.000476501,0.00037581,0.000389369,0.000685203,0.000434087,0.000860581,0.000575832,0.000558576,0.000332115,0.000403766
3954,0.000799157,0.000988869,0.001107731,0.000459865,0.000411872,0.001124881,0.00067588,0.000965697,0.000953891,0.000656731,0.000599309,0.001097185,0.000530343,0.00062378,0.000600754,0.00052394,0.000682059,0.000693715,0.000854988,0.000978629,0.001029074,0.000621191,0.001012021,0.001042831,0.000488899,0.000664829,0.000578578,0.000629936,0.00108674,0.000493805,0.000347276,0.00037898,0.000693951,0.000478439,0.000971665,0.000631957,0.000750165,0.000549132,0.000364828
3953,0.000836968,0.001100429,0.001221739,0.000434778,0.000487488,0.001229178,0.000826663,0.001013946,0.000881519,0.000635777,0.000702108,0.001144418,0.000702695,0.000681662,0.000683127,0.000593258,0.00070601,0.000748506,0.000894438,0.000956581,0.001073324,0.000790837,0.001036766,0.001032296,0.000471223,0.000732633,0.000694013,0.000623374,0.001220589,0.000538627,0.000372352,0.000368639,0.000700419,0.000491543,0.001092452,0.000702855,0.000865378,0.000679484,0.000437969
3952,0.000926039,0.001158621,0.001308156,0.00035704,0.000566924,0.001211222,0.000953459,0.001006881,0.000823131,0.000574129,0.000776567,0.001187806,0.000914197,0.000734462,0.000722856,0.00067675,0.00075259,0.000766738,0.000921456,0.000945256,0.001070777,0.00095711,0.001035478,0.001056939,0.000517833,0.000776732,0.000771965,0.000640358,0.001344558,0.000595073,0.000452172,0.000371117,0.00069754,0.000468549,0.001193786,0.000764864,0.000897134,0.000704514,0.000620935
3951,0.000992043,0.001118377,0.001302936,0.000260361,0.000561933,0.001075174,0.000970132,0.000926164,0.000783855,0.000465374,0.000763796,0.001169298,0.001052877,0.000775059,0.000741636,0.00074611,0.000816157,0.000754233,0.000932056,0.000925165,0.000991544,0.001050629,0.000987319,0.001075676,0.000608039,0.000768298,0.00077529,0.00066272,0.001408554,0.000645241,0.00055841,0.000395975,0.000669468,0.000441151,0.001241341,0.000829275,0.000877049,0.000668494,0.000843153
3950,0.000982431,0.000987028,0.001207156,0.000189272,0.000472051,0.000890825,0.000879999,0.000803266,0.00075761,0.00033089,0.000675964,0.001073261,0.00105253,0.000790152,0.000768836,0.000786848,0.000871933,0.000726634,0.000924467,0.00088497,0.00084049,0.001042031,0.000903032,0.001049016,0.00069669,0.000708612,0.000700436,0.000664329,0.001391699,0.000673446,0.000634498,0.000450657,0.00061133,0.000451918,0.001213121,0.000918918,0.000845543,0.000631081,0.001006468
3949,0.000907262,0.000817068,0.001083945,0.000175033,0.000394289,0.00076145,0.000763393,0.00068807,0.000730993,0.000238986,0.000579208,0.000949573,0.000941476,0.000772847,0.000799993,0.000806811,0.000888093,0.000695359,0.00089685,0.000828688,0.000668566,0.000954944,0.000832677,0.000961213,0.00074055,0.000614906,0.000576006,0.000618307,0.001299443,0.000659511,0.00062167,0.000542152,0.000534406,0.000519617,0.001124047,0.001030923,0.000824516,0.000613389,0.001045049
3948,0.000834885,0.000681675,0.001012161,0.000220493,0.000427876,0.000763041,0.000708138,0.000614473,0.000697211,0.000269404,0.000530948,0.000875203,0.00082875,0.00074133,0.000804785,0.000831837,0.000853408,0.000657419,0.000854481,0.000774473,0.000547962,0.000854423,0.000836004,0.000834466,0.000733564,0.000511086,0.000454474,0.000518154,0.001160894,0.000588418,0.000511398,0.000668477,0.000452863,0.000625587,0.001027593,0.001127551,0.000815405,0.000587251,0.000962495
3947,0.000845322,0.000649779,0.00104636,0.000305205,0.000578621,0.000902275,0.000756817,0.000602641,0.000666651,0.000439556,0.000545467,0.000893605,0.000827906,0.00071766,0.00077477,0.000882873,0.000792366,0.000604811,0.000820056,0.000749163,0.000530664,0.00081629,0.00093399,0.000729707,0.000715214,0.000435177,0.000396032,0.000403077,0.00103445,0.000482967,0.000375403,0.000805857,0.000372974,0.000733921,0.000980221,0.00116375,0.000818176,0.000525591,0.000819018
3946,0.000965603,0.000753389,0.001197147,0.000402351,0.00075924,0.001117301,0.000897024,0.000666728,0.000659289,0.000674763,0.000605858,0.000982398,0.000967506,0.000687998,0.000747913,0.000949663,0.000752764,0.00054535,0.000831063,0.000772793,0.000626246,0.000883335,0.00108134,0.000716195,0.000732649,0.000435408,0.000435803,0.000347904,0.000991352,0.00041644,0.000322717,0.000909096,0.000295841,0.000816504,0.000999891,0.001114858,0.000842175,0.000458508,0.00068945
3945,0.001132253,0.000954269,0.001417884,0.000489429,0.000867392,0.00131288,0.001069446,0.000793789,0.000683971,0.000858818,0.000683488,0.001068323,0.001159526,0.000618116,0.000777349,0.000990398,0.00077726,0.000509836,0.000915474,0.000840591,0.000804384,0.001032525,0.001188967,0.000813828,0.000794082,0.000536392,0.000553474,0.000407289,0.001065044,0.000467706,0.000409679,0.000931852,0.00022607,0.000855624,0.001059437,0.000982711,0.000892547,0.000460049,0.000622914
